SYMBOL	DATE	TIME	PRICE
INTC	20000424	10:30:04	110.75
INTC	20000424	10:30:04	110.8125
INTC	20000424	10:30:04	110.75
INTC	20000424	10:30:04	110.75
INTC	20000424	10:30:04	110.75
INTC	20000424	10:30:04	110.875
INTL	20000424	10:30:04	20.125
ITW	20000424	10:30:04	60.9375
JDSU	20000424	10:30:04	79.75
KLIC	20000424	10:30:04	68.625
KMB	20000424	10:30:04	59.375
KO	20000424	10:30:04	50.0625
KSS	20000424	10:30:04	102.625
LIN	20000424	10:30:04	31.5
LRCX	20000424	10:30:04	40.625
MEDX	20000424	10:30:04	38
MER	20000424	10:30:04	98.4375
MER	20000424	10:30:04	98.4375
MMM	20000424	10:30:04	92.875
MOT	20000424	10:30:04	106.625
MOVA	20000424	10:30:04	9.5625
MRK	20000424	10:30:04	71.125
MSFT	20000424	10:30:04	65.9375
MSFT	20000424	10:30:04	65.875
MSFT	20000424	10:30:04	65.875
MSFT	20000424	10:30:04	65.9375
MSFT	20000424	10:30:04	65.9375
MSFT	20000424	10:30:04	65.875
MSFT	20000424	10:30:04	65.875
MSFT	20000424	10:30:04	65.9375
MSFT	20000424	10:30:04	65.5
NAVI	20000424	10:30:04	33
NGH	20000424	10:30:04	13.0625
NOK	20000424	10:30:04	45.9375
NTLI	20000424	10:30:04	64.5
NXLK	20000424	10:30:04	74.875
NZRO	20000424	10:30:04	11.625
OI	20000424	10:30:04	14.1875
OPSI	20000424	10:30:04	1.4375
OPUS	20000424	10:30:04	7.25
OPUS	20000424	10:30:04	7.25
OPUS	20000424	10:30:04	7.25
ORCL	20000424	10:30:04	68.5
ORCL	20000424	10:30:04	68.5
PFE	20000424	10:30:04	43
PFE	20000424	10:30:04	42.9375
PILT	20000424	10:30:04	12.125
POT	20000424	10:30:04	50.6875
PRSF	20000424	10:30:04	36.34375
PSC	20000424	10:30:04	23.4375
PUMA	20000424	10:30:04	23.25
PUMA	20000424	10:30:04	23.25
PVSW	20000424	10:30:04	6.875
